city,timestamp,traffic_level,avg_speed_kmph
Mumbai,2024-01-24 06:00:00,3,23.4
Mumbai,2024-01-24 07:00:00,1,20.1
Mumbai,2024-01-24 08:00:00,2,15.0
Mumbai,2024-01-24 09:00:00,4,24.4
Mumbai,2024-01-24 10:00:00,1,43.4
Mumbai,2024-01-24 11:00:00,3,34.7
Mumbai,2024-01-24 12:00:00,2,44.0
Mumbai,2024-01-24 13:00:00,2,10.2
Mumbai,2024-01-24 14:00:00,3,11.0
Mumbai,2024-01-24 15:00:00,1,39.6
Mumbai,2024-01-24 16:00:00,2,24.3
Mumbai,2024-01-24 17:00:00,1,23.0
Mumbai,2024-01-24 18:00:00,2,36.1
Mumbai,2024-01-24 19:00:00,3,40.5
Mumbai,2024-01-24 20:00:00,3,34.6
Mumbai,2024-01-24 21:00:00,3,24.4
Mumbai,2024-01-24 22:00:00,2,13.5
Mumbai,2024-01-24 23:00:00,3,26.6
Mumbai,2024-01-25 00:00:00,1,20.9
Mumbai,2024-01-25 01:00:00,1,10.2
Mumbai,2024-01-25 02:00:00,1,19.0
Mumbai,2024-01-25 03:00:00,2,23.9
Mumbai,2024-01-25 04:00:00,2,24.2
Mumbai,2024-01-25 05:00:00,3,11.7
Mumbai,2024-01-25 06:00:00,4,44.6
Mumbai,2024-01-25 07:00:00,2,26.7
Mumbai,2024-01-25 08:00:00,2,16.1
Mumbai,2024-01-25 09:00:00,2,24.4
Mumbai,2024-01-25 10:00:00,3,29.3
Mumbai,2024-01-25 11:00:00,3,22.5
Mumbai,2024-01-25 12:00:00,1,39.6
Mumbai,2024-01-25 13:00:00,2,42.0
Mumbai,2024-01-25 14:00:00,1,13.1
Mumbai,2024-01-25 15:00:00,1,31.0
Mumbai,2024-01-25 16:00:00,2,39.0
Mumbai,2024-01-25 17:00:00,1,34.1
Mumbai,2024-01-25 18:00:00,1,34.4
Mumbai,2024-01-25 19:00:00,4,10.4
Mumbai,2024-01-25 20:00:00,3,31.3
Mumbai,2024-01-25 21:00:00,2,13.1
Mumbai,2024-01-25 22:00:00,2,39.7
Mumbai,2024-01-25 23:00:00,3,33.2
Mumbai,2024-01-26 00:00:00,3,24.1
Mumbai,2024-01-26 01:00:00,1,23.1
Mumbai,2024-01-26 02:00:00,2,23.5
Mumbai,2024-01-26 03:00:00,2,41.9
Mumbai,2024-01-26 04:00:00,2,35.5
Mumbai,2024-01-26 05:00:00,1,10.6
Mumbai,2024-01-26 06:00:00,1,20.0
Mumbai,2024-01-26 07:00:00,2,35.5
Mumbai,2024-01-26 08:00:00,1,32.6
Mumbai,2024-01-26 09:00:00,1,10.8
Mumbai,2024-01-26 10:00:00,3,36.1
Mumbai,2024-01-26 11:00:00,1,19.3
Mumbai,2024-01-26 12:00:00,2,13.2
Mumbai,2024-01-26 13:00:00,1,29.0
Mumbai,2024-01-26 14:00:00,4,22.5
Mumbai,2024-01-26 15:00:00,2,12.4
Mumbai,2024-01-26 16:00:00,1,16.5
Mumbai,2024-01-26 17:00:00,1,24.8
Mumbai,2024-01-26 18:00:00,1,14.9
Mumbai,2024-01-26 19:00:00,1,22.0
Mumbai,2024-01-26 20:00:00,3,16.3
Mumbai,2024-01-26 21:00:00,3,18.2
Mumbai,2024-01-26 22:00:00,2,19.8
Mumbai,2024-01-26 23:00:00,2,35.3
Mumbai,2024-01-27 00:00:00,3,23.5
Mumbai,2024-01-27 01:00:00,3,41.9
Mumbai,2024-01-27 02:00:00,2,18.0
Mumbai,2024-01-27 03:00:00,1,32.8
Mumbai,2024-01-27 04:00:00,2,33.1
Mumbai,2024-01-27 05:00:00,1,26.2
Mumbai,2024-01-27 06:00:00,2,32.2
Mumbai,2024-01-27 07:00:00,2,35.1
Mumbai,2024-01-27 08:00:00,1,43.0
Mumbai,2024-01-27 09:00:00,2,27.8
Mumbai,2024-01-27 10:00:00,3,10.1
Mumbai,2024-01-27 11:00:00,1,23.0
Mumbai,2024-01-27 12:00:00,3,32.6
Mumbai,2024-01-27 13:00:00,3,33.6
Mumbai,2024-01-27 14:00:00,2,32.3
Mumbai,2024-01-27 15:00:00,2,45.0
Mumbai,2024-01-27 16:00:00,2,13.9
Mumbai,2024-01-27 17:00:00,2,14.8
Mumbai,2024-01-27 18:00:00,2,45.0
Mumbai,2024-01-27 19:00:00,4,23.6
Mumbai,2024-01-27 20:00:00,1,11.8
Mumbai,2024-01-27 21:00:00,2,14.5
Mumbai,2024-01-27 22:00:00,1,27.6
Mumbai,2024-01-27 23:00:00,1,30.8
Mumbai,2024-01-28 00:00:00,1,17.7
Mumbai,2024-01-28 01:00:00,1,37.5
Mumbai,2024-01-28 02:00:00,2,30.0
Mumbai,2024-01-28 03:00:00,3,20.5
Mumbai,2024-01-28 04:00:00,1,26.1
Mumbai,2024-01-28 05:00:00,2,17.5
Mumbai,2024-01-28 06:00:00,3,24.2
Mumbai,2024-01-28 07:00:00,3,42.3
Mumbai,2024-01-28 08:00:00,2,40.4
Mumbai,2024-01-28 09:00:00,1,33.6
Mumbai,2024-01-28 10:00:00,1,31.8
Mumbai,2024-01-28 11:00:00,3,28.2
Mumbai,2024-01-28 12:00:00,2,37.1
Mumbai,2024-01-28 13:00:00,2,11.4
Mumbai,2024-01-28 14:00:00,2,28.8
Mumbai,2024-01-28 15:00:00,3,43.2
Mumbai,2024-01-28 16:00:00,2,41.3
Mumbai,2024-01-28 17:00:00,2,21.3
Mumbai,2024-01-28 18:00:00,3,34.8
Mumbai,2024-01-28 19:00:00,1,32.1
Mumbai,2024-01-28 20:00:00,2,16.0
Mumbai,2024-01-28 21:00:00,2,44.5
Mumbai,2024-01-28 22:00:00,1,28.4
Mumbai,2024-01-28 23:00:00,2,30.4
Mumbai,2024-01-29 00:00:00,1,27.2
Mumbai,2024-01-29 01:00:00,1,25.1
Mumbai,2024-01-29 02:00:00,3,11.2
Mumbai,2024-01-29 03:00:00,2,20.5
Mumbai,2024-01-29 04:00:00,2,29.2
Mumbai,2024-01-29 05:00:00,3,20.8
Mumbai,2024-01-29 06:00:00,3,27.3
Mumbai,2024-01-29 07:00:00,3,29.5
Mumbai,2024-01-29 08:00:00,3,36.1
Mumbai,2024-01-29 09:00:00,1,16.9
Mumbai,2024-01-29 10:00:00,3,36.7
Mumbai,2024-01-29 11:00:00,3,28.0
Mumbai,2024-01-29 12:00:00,2,23.9
Mumbai,2024-01-29 13:00:00,2,22.4
Mumbai,2024-01-29 14:00:00,2,44.3
Mumbai,2024-01-29 15:00:00,2,21.0
Mumbai,2024-01-29 16:00:00,3,24.7
Mumbai,2024-01-29 17:00:00,1,34.9
Mumbai,2024-01-29 18:00:00,2,20.0
Mumbai,2024-01-29 19:00:00,2,29.6
Mumbai,2024-01-29 20:00:00,2,21.2
Mumbai,2024-01-29 21:00:00,1,14.7
Mumbai,2024-01-29 22:00:00,2,18.8
Mumbai,2024-01-29 23:00:00,3,22.9
Mumbai,2024-01-30 00:00:00,3,19.1
Mumbai,2024-01-30 01:00:00,2,12.2
Mumbai,2024-01-30 02:00:00,3,33.8
Mumbai,2024-01-30 03:00:00,3,25.7
Mumbai,2024-01-30 04:00:00,3,28.1
Mumbai,2024-01-30 05:00:00,4,41.1
Mumbai,2024-01-30 06:00:00,2,32.7
Mumbai,2024-01-30 07:00:00,1,12.6
Mumbai,2024-01-30 08:00:00,1,44.9
Mumbai,2024-01-30 09:00:00,2,21.5
Mumbai,2024-01-30 10:00:00,2,34.3
Mumbai,2024-01-30 11:00:00,3,10.7
Mumbai,2024-01-30 12:00:00,1,44.0
Mumbai,2024-01-30 13:00:00,2,37.3
Mumbai,2024-01-30 14:00:00,2,24.2
Mumbai,2024-01-30 15:00:00,3,11.2
Mumbai,2024-01-30 16:00:00,3,19.5
Mumbai,2024-01-30 17:00:00,2,28.3
Mumbai,2024-01-30 18:00:00,4,13.9
Mumbai,2024-01-30 19:00:00,1,37.8
Mumbai,2024-01-30 20:00:00,1,15.0
Mumbai,2024-01-30 21:00:00,2,12.3
Mumbai,2024-01-30 22:00:00,2,43.3
Mumbai,2024-01-30 23:00:00,2,28.4
Mumbai,2024-01-31 00:00:00,3,35.8
Mumbai,2024-01-31 01:00:00,1,24.8
Mumbai,2024-01-31 02:00:00,1,18.4
Mumbai,2024-01-31 03:00:00,2,14.0
Mumbai,2024-01-31 04:00:00,2,21.7
Mumbai,2024-01-31 05:00:00,2,30.8
Mumbai,2024-01-31 06:00:00,3,44.3
Mumbai,2024-01-31 07:00:00,1,25.2
Mumbai,2024-01-31 08:00:00,1,25.2
Mumbai,2024-01-31 09:00:00,1,32.3
Mumbai,2024-01-31 10:00:00,3,28.2
Mumbai,2024-01-31 11:00:00,2,14.3
Mumbai,2024-01-31 12:00:00,2,29.6
Mumbai,2024-01-31 13:00:00,2,21.0
Mumbai,2024-01-31 14:00:00,3,20.4
Mumbai,2024-01-31 15:00:00,2,38.0
Mumbai,2024-01-31 16:00:00,2,13.1
Mumbai,2024-01-31 17:00:00,1,16.6
Mumbai,2024-01-31 18:00:00,3,34.8
Mumbai,2024-01-31 19:00:00,4,20.1
Mumbai,2024-01-31 20:00:00,2,21.2
Mumbai,2024-01-31 21:00:00,2,13.8
Mumbai,2024-01-31 22:00:00,4,28.2
Mumbai,2024-01-31 23:00:00,1,10.9
Chennai,2024-01-01 00:00:00,2,20.3
Chennai,2024-01-01 01:00:00,1,22.6
Chennai,2024-01-01 02:00:00,2,34.9
Chennai,2024-01-01 03:00:00,2,25.5
Chennai,2024-01-01 04:00:00,2,16.1
Chennai,2024-01-01 05:00:00,2,22.4
Chennai,2024-01-01 06:00:00,1,25.3
Chennai,2024-01-01 07:00:00,1,25.3
Chennai,2024-01-01 08:00:00,1,23.1
Chennai,2024-01-01 09:00:00,1,15.0
Chennai,2024-01-01 10:00:00,1,38.2
Chennai,2024-01-01 11:00:00,1,29.8
Chennai,2024-01-01 12:00:00,2,44.5
Chennai,2024-01-01 13:00:00,1,28.4
Chennai,2024-01-01 14:00:00,2,16.3
Chennai,2024-01-01 15:00:00,4,15.9
Chennai,2024-01-01 16:00:00,3,20.1
Chennai,2024-01-01 17:00:00,1,16.8
Chennai,2024-01-01 18:00:00,2,44.8
Chennai,2024-01-01 19:00:00,4,13.8
Chennai,2024-01-01 20:00:00,1,23.9
Chennai,2024-01-01 21:00:00,2,30.5
Chennai,2024-01-01 22:00:00,1,12.1
Chennai,2024-01-01 23:00:00,2,17.8
Chennai,2024-01-02 00:00:00,4,16.4
Chennai,2024-01-02 01:00:00,2,23.0
Chennai,2024-01-02 02:00:00,1,36.1
Chennai,2024-01-02 03:00:00,2,22.2
Chennai,2024-01-02 04:00:00,1,30.4
Chennai,2024-01-02 05:00:00,2,24.0
Chennai,2024-01-02 06:00:00,2,40.4
Chennai,2024-01-02 07:00:00,2,42.6
Chennai,2024-01-02 08:00:00,3,14.6
Chennai,2024-01-02 09:00:00,2,31.5
Chennai,2024-01-02 10:00:00,2,11.0
Chennai,2024-01-02 11:00:00,3,27.4
Chennai,2024-01-02 12:00:00,2,43.2
Chennai,2024-01-02 13:00:00,1,41.6
Chennai,2024-01-02 14:00:00,1,38.3
Chennai,2024-01-02 15:00:00,2,34.8
Chennai,2024-01-02 16:00:00,2,17.8
Chennai,2024-01-02 17:00:00,1,34.1
Chennai,2024-01-02 18:00:00,2,27.5
Chennai,2024-01-02 19:00:00,3,40.9
Chennai,2024-01-02 20:00:00,2,37.7
Chennai,2024-01-02 21:00:00,1,42.9
Chennai,2024-01-02 22:00:00,2,26.0
Chennai,2024-01-02 23:00:00,2,24.9
Chennai,2024-01-03 00:00:00,3,37.2
Chennai,2024-01-03 01:00:00,2,15.8
Chennai,2024-01-03 02:00:00,1,35.6
Chennai,2024-01-03 03:00:00,1,41.3
Chennai,2024-01-03 04:00:00,2,29.7
Chennai,2024-01-03 05:00:00,3,41.5
Chennai,2024-01-03 06:00:00,2,27.9
Chennai,2024-01-03 07:00:00,3,38.5
Chennai,2024-01-03 08:00:00,2,10.6
Chennai,2024-01-03 09:00:00,2,16.5
Chennai,2024-01-03 10:00:00,4,33.9
Chennai,2024-01-03 11:00:00,3,29.1
Chennai,2024-01-03 12:00:00,1,23.0
Chennai,2024-01-03 13:00:00,2,23.5
Chennai,2024-01-03 14:00:00,3,29.3
Chennai,2024-01-03 15:00:00,2,33.6
Chennai,2024-01-03 16:00:00,4,42.1
Chennai,2024-01-03 17:00:00,2,12.1
Chennai,2024-01-03 18:00:00,3,16.6
Chennai,2024-01-03 19:00:00,3,23.6
Chennai,2024-01-03 20:00:00,4,32.0
Chennai,2024-01-03 21:00:00,2,24.4
Chennai,2024-01-03 22:00:00,2,35.9
Chennai,2024-01-03 23:00:00,1,25.9
Chennai,2024-01-04 00:00:00,1,34.5
Chennai,2024-01-04 01:00:00,2,40.9
Chennai,2024-01-04 02:00:00,2,33.6
Chennai,2024-01-04 03:00:00,3,28.2
Chennai,2024-01-04 04:00:00,3,20.0
Chennai,2024-01-04 05:00:00,2,10.5
Chennai,2024-01-04 06:00:00,2,28.6
Chennai,2024-01-04 07:00:00,2,34.1
Chennai,2024-01-04 08:00:00,2,42.7
Chennai,2024-01-04 09:00:00,2,19.5
Chennai,2024-01-04 10:00:00,3,38.5
Chennai,2024-01-04 11:00:00,1,26.2
Chennai,2024-01-04 12:00:00,2,30.6
Chennai,2024-01-04 13:00:00,1,26.2
Chennai,2024-01-04 14:00:00,2,13.5
Chennai,2024-01-04 15:00:00,2,32.6
Chennai,2024-01-04 16:00:00,2,35.1
Chennai,2024-01-04 17:00:00,4,37.0
Chennai,2024-01-04 18:00:00,2,42.2
Chennai,2024-01-04 19:00:00,1,24.6
Chennai,2024-01-04 20:00:00,2,18.8
Chennai,2024-01-04 21:00:00,2,12.1
Chennai,2024-01-04 22:00:00,2,42.2
Chennai,2024-01-04 23:00:00,2,38.4
Chennai,2024-01-05 00:00:00,3,39.5
Chennai,2024-01-05 01:00:00,1,20.9
Chennai,2024-01-05 02:00:00,2,26.8
Chennai,2024-01-05 03:00:00,4,37.1
Chennai,2024-01-05 04:00:00,2,40.2
Chennai,2024-01-05 05:00:00,1,27.3
Chennai,2024-01-05 06:00:00,1,13.6
Chennai,2024-01-05 07:00:00,1,44.7
Chennai,2024-01-05 08:00:00,4,35.4
Chennai,2024-01-05 09:00:00,1,41.4
Chennai,2024-01-05 10:00:00,2,41.5
Chennai,2024-01-05 11:00:00,3,35.8
Chennai,2024-01-05 12:00:00,1,38.1
Chennai,2024-01-05 13:00:00,2,29.0
Chennai,2024-01-05 14:00:00,4,37.3
Chennai,2024-01-05 15:00:00,4,11.1
Chennai,2024-01-05 16:00:00,2,15.4
Chennai,2024-01-05 17:00:00,3,14.1
Chennai,2024-01-05 18:00:00,2,34.7
Chennai,2024-01-05 19:00:00,4,15.4
Chennai,2024-01-05 20:00:00,1,10.5
Chennai,2024-01-05 21:00:00,3,29.1
Chennai,2024-01-05 22:00:00,1,19.0
Chennai,2024-01-05 23:00:00,2,22.8
Chennai,2024-01-06 00:00:00,4,33.0
Chennai,2024-01-06 01:00:00,4,24.2
Chennai,2024-01-06 02:00:00,1,12.2
Chennai,2024-01-06 03:00:00,1,20.3
Chennai,2024-01-06 04:00:00,3,33.1
Chennai,2024-01-06 05:00:00,2,11.7
Chennai,2024-01-06 06:00:00,3,37.5
Chennai,2024-01-06 07:00:00,1,13.2
Chennai,2024-01-06 08:00:00,4,42.8
Chennai,2024-01-06 09:00:00,2,13.4
Chennai,2024-01-06 10:00:00,4,12.0
Chennai,2024-01-06 11:00:00,2,27.6
Chennai,2024-01-06 12:00:00,4,26.3
Chennai,2024-01-06 13:00:00,2,36.2
Chennai,2024-01-06 14:00:00,1,37.2
Chennai,2024-01-06 15:00:00,1,44.2
Chennai,2024-01-06 16:00:00,2,20.1
Chennai,2024-01-06 17:00:00,3,13.6
Chennai,2024-01-06 18:00:00,2,32.2
Chennai,2024-01-06 19:00:00,1,15.7
Chennai,2024-01-06 20:00:00,1,38.7
Chennai,2024-01-06 21:00:00,4,30.2
Chennai,2024-01-06 22:00:00,1,42.6
Chennai,2024-01-06 23:00:00,2,40.8
Chennai,2024-01-07 00:00:00,1,43.8
Chennai,2024-01-07 01:00:00,1,12.6
Chennai,2024-01-07 02:00:00,4,41.2
Chennai,2024-01-07 03:00:00,2,19.3
Chennai,2024-01-07 04:00:00,4,22.5
Chennai,2024-01-07 05:00:00,3,38.7
Chennai,2024-01-07 06:00:00,2,34.5
Chennai,2024-01-07 07:00:00,1,30.7
Chennai,2024-01-07 08:00:00,1,22.9
Chennai,2024-01-07 09:00:00,1,44.9
Chennai,2024-01-07 10:00:00,2,30.5
Chennai,2024-01-07 11:00:00,1,31.4
Chennai,2024-01-07 12:00:00,2,29.0
Chennai,2024-01-07 13:00:00,4,41.2
Chennai,2024-01-07 14:00:00,1,27.5
Chennai,2024-01-07 15:00:00,4,13.5
Chennai,2024-01-07 16:00:00,1,26.7
Chennai,2024-01-07 17:00:00,2,29.0
Chennai,2024-01-07 18:00:00,3,18.5
Chennai,2024-01-07 19:00:00,1,38.4
Chennai,2024-01-07 20:00:00,2,40.7
Chennai,2024-01-07 21:00:00,1,31.1
Chennai,2024-01-07 22:00:00,2,42.6
Chennai,2024-01-07 23:00:00,2,42.9
Chennai,2024-01-08 00:00:00,2,11.7
Chennai,2024-01-08 01:00:00,2,20.8
Chennai,2024-01-08 02:00:00,3,40.5
Chennai,2024-01-08 03:00:00,2,33.8
Chennai,2024-01-08 04:00:00,1,33.8
Chennai,2024-01-08 05:00:00,1,21.3
Chennai,2024-01-08 06:00:00,2,33.0
Chennai,2024-01-08 07:00:00,2,20.3
Chennai,2024-01-08 08:00:00,1,43.2
Chennai,2024-01-08 09:00:00,1,38.6
Chennai,2024-01-08 10:00:00,2,41.8
Chennai,2024-01-08 11:00:00,4,30.9
Chennai,2024-01-08 12:00:00,1,31.4
Chennai,2024-01-08 13:00:00,2,40.8
Chennai,2024-01-08 14:00:00,3,15.9
Chennai,2024-01-08 15:00:00,2,16.2
Chennai,2024-01-08 16:00:00,4,41.6
Chennai,2024-01-08 17:00:00,1,37.5
Chennai,2024-01-08 18:00:00,2,24.6
Chennai,2024-01-08 19:00:00,4,35.8
Chennai,2024-01-08 20:00:00,2,31.1
Chennai,2024-01-08 21:00:00,2,10.4
Chennai,2024-01-08 22:00:00,1,38.3
Chennai,2024-01-08 23:00:00,1,38.9
Chennai,2024-01-09 00:00:00,1,41.3
Chennai,2024-01-09 01:00:00,2,16.2
Chennai,2024-01-09 02:00:00,1,25.3
Chennai,2024-01-09 03:00:00,2,31.7
Chennai,2024-01-09 04:00:00,2,36.5
Chennai,2024-01-09 05:00:00,2,19.9
Chennai,2024-01-09 06:00:00,2,27.1
Chennai,2024-01-09 07:00:00,2,25.1
Chennai,2024-01-09 08:00:00,1,13.4
Chennai,2024-01-09 09:00:00,3,23.8
Chennai,2024-01-09 10:00:00,2,19.2
Chennai,2024-01-09 11:00:00,4,24.4
Chennai,2024-01-09 12:00:00,3,39.6
Chennai,2024-01-09 13:00:00,1,44.6
Chennai,2024-01-09 14:00:00,1,18.4
Chennai,2024-01-09 15:00:00,2,39.7
Chennai,2024-01-09 16:00:00,2,14.6
Chennai,2024-01-09 17:00:00,1,16.3
Chennai,2024-01-09 18:00:00,1,31.5
Chennai,2024-01-09 19:00:00,2,16.7
Chennai,2024-01-09 20:00:00,2,22.6
Chennai,2024-01-09 21:00:00,2,42.9
Chennai,2024-01-09 22:00:00,1,26.1
Chennai,2024-01-09 23:00:00,3,29.6
Chennai,2024-01-10 00:00:00,2,24.9
Chennai,2024-01-10 01:00:00,2,43.0
Chennai,2024-01-10 02:00:00,1,21.5
Chennai,2024-01-10 03:00:00,4,37.3
Chennai,2024-01-10 04:00:00,2,23.6
Chennai,2024-01-10 05:00:00,2,24.0
Chennai,2024-01-10 06:00:00,1,32.6
Chennai,2024-01-10 07:00:00,2,41.6
Chennai,2024-01-10 08:00:00,1,30.8
Chennai,2024-01-10 09:00:00,2,27.8
Chennai,2024-01-10 10:00:00,2,14.3
Chennai,2024-01-10 11:00:00,3,39.2
Chennai,2024-01-10 12:00:00,3,19.2
Chennai,2024-01-10 13:00:00,4,13.7
Chennai,2024-01-10 14:00:00,1,39.2
Chennai,2024-01-10 15:00:00,1,15.0
Chennai,2024-01-10 16:00:00,3,28.6
Chennai,2024-01-10 17:00:00,2,11.7
Chennai,2024-01-10 18:00:00,3,10.6
Chennai,2024-01-10 19:00:00,2,18.5
Chennai,2024-01-10 20:00:00,4,18.5
Chennai,2024-01-10 21:00:00,4,18.5
Chennai,2024-01-10 22:00:00,1,23.3
Chennai,2024-01-10 23:00:00,3,30.2
Chennai,2024-01-11 00:00:00,2,37.7
Chennai,2024-01-11 01:00:00,1,35.8
Chennai,2024-01-11 02:00:00,1,43.5
Chennai,2024-01-11 03:00:00,2,32.4
Chennai,2024-01-11 04:00:00,2,33.8
Chennai,2024-01-11 05:00:00,2,43.3
Chennai,2024-01-11 06:00:00,1,33.4
Chennai,2024-01-11 07:00:00,1,34.3
Chennai,2024-01-11 08:00:00,4,16.2
Chennai,2024-01-11 09:00:00,2,25.9
Chennai,2024-01-11 10:00:00,3,36.9
Chennai,2024-01-11 11:00:00,3,36.4
Chennai,2024-01-11 12:00:00,3,33.1
Chennai,2024-01-11 13:00:00,3,42.6
Chennai,2024-01-11 14:00:00,1,44.1
Chennai,2024-01-11 15:00:00,2,24.8
Chennai,2024-01-11 16:00:00,3,41.3
Chennai,2024-01-11 17:00:00,3,25.3
Chennai,2024-01-11 18:00:00,2,32.4
Chennai,2024-01-11 19:00:00,2,33.7
Chennai,2024-01-11 20:00:00,2,24.7
Chennai,2024-01-11 21:00:00,3,27.7
Chennai,2024-01-11 22:00:00,1,38.0
Chennai,2024-01-11 23:00:00,4,28.2
Chennai,2024-01-12 00:00:00,4,34.7
Chennai,2024-01-12 01:00:00,4,15.3
Chennai,2024-01-12 02:00:00,2,15.2
Chennai,2024-01-12 03:00:00,1,42.3
Chennai,2024-01-12 04:00:00,1,33.7
Chennai,2024-01-12 05:00:00,2,13.6
Chennai,2024-01-12 06:00:00,3,39.9
Chennai,2024-01-12 07:00:00,2,11.3
Chennai,2024-01-12 08:00:00,1,41.8
Chennai,2024-01-12 09:00:00,1,22.7
Chennai,2024-01-12 10:00:00,2,44.9
Chennai,2024-01-12 11:00:00,1,12.7
Chennai,2024-01-12 12:00:00,4,11.9
Chennai,2024-01-12 13:00:00,2,25.4
Chennai,2024-01-12 14:00:00,2,44.8
Chennai,2024-01-12 15:00:00,1,18.6
Chennai,2024-01-12 16:00:00,4,36.0
Chennai,2024-01-12 17:00:00,4,44.3
Chennai,2024-01-12 18:00:00,1,38.3
Chennai,2024-01-12 19:00:00,2,33.1
Chennai,2024-01-12 20:00:00,2,19.2
Chennai,2024-01-12 21:00:00,2,40.9
Chennai,2024-01-12 22:00:00,1,33.3
Chennai,2024-01-12 23:00:00,2,27.7
Chennai,2024-01-13 00:00:00,2,28.3
Chennai,2024-01-13 01:00:00,2,37.3
Chennai,2024-01-13 02:00:00,3,23.4
Chennai,2024-01-13 03:00:00,4,14.9
Chennai,2024-01-13 04:00:00,2,35.5
Chennai,2024-01-13 05:00:00,1,41.7
Chennai,2024-01-13 06:00:00,2,28.4
Chennai,2024-01-13 07:00:00,3,28.2
Chennai,2024-01-13 08:00:00,2,39.0
Chennai,2024-01-13 09:00:00,3,22.4
Chennai,2024-01-13 10:00:00,1,17.3
Chennai,2024-01-13 11:00:00,1,23.6
Chennai,2024-01-13 12:00:00,1,28.0
Chennai,2024-01-13 13:00:00,3,25.5
Chennai,2024-01-13 14:00:00,2,24.2
Chennai,2024-01-13 15:00:00,1,13.5
Chennai,2024-01-13 16:00:00,4,19.6
Chennai,2024-01-13 17:00:00,2,21.6
Chennai,2024-01-13 18:00:00,2,12.3
Chennai,2024-01-13 19:00:00,2,42.8
Chennai,2024-01-13 20:00:00,3,19.0
Chennai,2024-01-13 21:00:00,2,41.3
Chennai,2024-01-13 22:00:00,2,22.9
Chennai,2024-01-13 23:00:00,3,20.6
Chennai,2024-01-14 00:00:00,4,30.3
Chennai,2024-01-14 01:00:00,4,22.3
Chennai,2024-01-14 02:00:00,3,23.0
Chennai,2024-01-14 03:00:00,4,32.5
Chennai,2024-01-14 04:00:00,2,28.2
Chennai,2024-01-14 05:00:00,2,40.5
Chennai,2024-01-14 06:00:00,1,20.2
Chennai,2024-01-14 07:00:00,2,26.3
Chennai,2024-01-14 08:00:00,2,32.9
Chennai,2024-01-14 09:00:00,2,27.1
Chennai,2024-01-14 10:00:00,4,14.7
Chennai,2024-01-14 11:00:00,3,35.4
Chennai,2024-01-14 12:00:00,3,11.0
Chennai,2024-01-14 13:00:00,1,33.6
Chennai,2024-01-14 14:00:00,1,21.6
Chennai,2024-01-14 15:00:00,2,30.0
Chennai,2024-01-14 16:00:00,3,39.9
Chennai,2024-01-14 17:00:00,1,31.0
Chennai,2024-01-14 18:00:00,2,12.3
Chennai,2024-01-14 19:00:00,1,42.6
Chennai,2024-01-14 20:00:00,2,22.4
Chennai,2024-01-14 21:00:00,2,34.9
Chennai,2024-01-14 22:00:00,2,32.4
Chennai,2024-01-14 23:00:00,2,25.0
Chennai,2024-01-15 00:00:00,1,17.3
Chennai,2024-01-15 01:00:00,2,36.3
Chennai,2024-01-15 02:00:00,1,17.3
Chennai,2024-01-15 03:00:00,4,43.6
Chennai,2024-01-15 04:00:00,2,20.7
Chennai,2024-01-15 05:00:00,1,35.9
Chennai,2024-01-15 06:00:00,4,43.2
Chennai,2024-01-15 07:00:00,3,28.3
Chennai,2024-01-15 08:00:00,3,34.0
Chennai,2024-01-15 09:00:00,1,17.2
Chennai,2024-01-15 10:00:00,1,22.5
Chennai,2024-01-15 11:00:00,2,43.4
Chennai,2024-01-15 12:00:00,4,12.2
Chennai,2024-01-15 13:00:00,3,32.7
Chennai,2024-01-15 14:00:00,2,25.0
Chennai,2024-01-15 15:00:00,2,11.1
Chennai,2024-01-15 16:00:00,1,33.9
Chennai,2024-01-15 17:00:00,1,31.2
Chennai,2024-01-15 18:00:00,2,41.3
Chennai,2024-01-15 19:00:00,2,27.7
Chennai,2024-01-15 20:00:00,2,26.2
Chennai,2024-01-15 21:00:00,1,11.4
Chennai,2024-01-15 22:00:00,3,18.2
Chennai,2024-01-15 23:00:00,2,32.0
Chennai,2024-01-16 00:00:00,1,18.1
Chennai,2024-01-16 01:00:00,4,19.0
Chennai,2024-01-16 02:00:00,1,18.2
Chennai,2024-01-16 03:00:00,1,33.7
Chennai,2024-01-16 04:00:00,4,16.2
Chennai,2024-01-16 05:00:00,3,11.0
Chennai,2024-01-16 06:00:00,2,41.7
Chennai,2024-01-16 07:00:00,2,44.2
Chennai,2024-01-16 08:00:00,2,40.4
Chennai,2024-01-16 09:00:00,3,26.3
Chennai,2024-01-16 10:00:00,4,14.2
Chennai,2024-01-16 11:00:00,2,32.4
Chennai,2024-01-16 12:00:00,1,38.4
Chennai,2024-01-16 13:00:00,3,25.3
Chennai,2024-01-16 14:00:00,1,34.2
Chennai,2024-01-16 15:00:00,2,43.3
Chennai,2024-01-16 16:00:00,2,44.7
Chennai,2024-01-16 17:00:00,1,43.8
Chennai,2024-01-16 18:00:00,3,38.5
Chennai,2024-01-16 19:00:00,2,25.0
Chennai,2024-01-16 20:00:00,3,42.3
Chennai,2024-01-16 21:00:00,2,35.4
Chennai,2024-01-16 22:00:00,1,40.0
Chennai,2024-01-16 23:00:00,3,11.9
Chennai,2024-01-17 00:00:00,2,37.2
Chennai,2024-01-17 01:00:00,1,42.0
Chennai,2024-01-17 02:00:00,1,11.7
Chennai,2024-01-17 03:00:00,1,42.9
